"document_id","source_url","source_name","author_name","author_handle","author_bio","title","excerpt","published_at","country","platform","source_group_silver","author_identity_silver","communication_intent_silver","publication_archetype_silver","evidence_class_silver","authority_level_silver","evidence_role_silver","commercial_intent_silver","is_promotional_silver","is_secondary_voice_silver","medical_aesthetics_relevance_silver","theme_ids_silver","classification_confidence","ontology_confidence","evidence_quality_score","evidence_quality_band","review_priority","label_version","label_rationale","human_author_identity_gold","human_communication_intent_gold","human_publication_archetype_gold","human_evidence_class_gold","human_commercial_intent_gold","human_is_promotional_gold","human_medical_aesthetics_relevance_gold","reviewer_confidence","reviewer_id","adjudication_status","notes"
"""""""rfl5V3w-A3BacgJ_fHtERhD9Mf0""""""","https://smb.brewtonstandard.com/article/London-Lip-Clinic-Reports-Surge-in-Demand-for-Natural-and-Regenerative-Cosmetic-Treatments-in-2026?storyId=69a5b39617c2990002deb9d2","Brewton Standard","","","","London Lip Clinic Reports Surge in Demand for Natural and Regenerative Cosmetic Treatments in 2026","... how London Lip Clinic is shaping the future of regenerative and medically led aesthetics in 2026, visit https://www.londonlipclinic.co.uk/ ...","2026-03-02T10:58","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.77","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""K5Pme2vBz-9s-a-PTteazsXvWvE""""""","https://www.thailand-business-news.com/pr-news/shangpu-group-issues-market-position-statement-recognizing-saliais-patented-cellular-essence-global-pioneer","Thailand Business News","","","","Shangpu Group Issues Market Position Statement Recognizing SALIAI's Patented Cellular Essence Global Pioneer","... support formulation stability and topical delivery in cosmetic applications. Commercial products include SYDRAW Intelligent Polypeptide ...","2026-03-02T04:08","Thailand","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1768828492000_HFTUAwwIsjH6wAcLmE0XyCIJu6sA""""""","https://twitter.com/uglowgirls/statuses/2013238731386339464","Twitter","yooaremyboo💫","@uglowgirls","","","วัย ขวดนี้เป็นเหมือน Serum เพาะเลี้ยงผิว เติมพลังให้ผิวในอัตราส่วนที่พอเหมาะ ให้ผิวทำงานได้ดีที่สุดตามวัย ตอบโจทย์ Skin Longevity Postbiotic : Bifida Ferment Lysate + Saccharomyces Cerevisiae Extract + Sphingomonas Ferment Extract ได้ผิวแข็งแรง + กระจ่างใส ผลัดผิว, ลดรอย : HEPES,","2026-01-19T08:14","","social network","other","unknown","unknown","social_repost","unknown","unknown","noise_or_low_trust","none","no","yes","profile_supported_needs_review","","0.57","0.52","40","low","high","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1768845016000_wBb__0oB4kij5rLsVRuErShIDgAA""""""","https://twitter.com/AUMonium/statuses/2013308038078439743","Twitter","อ้ำอกอ้ำใจ","@aumonium","","","วัย ขวดนี้เป็นเหมือน Serum เพาะเลี้ยงผิว เติมพลังให้ผิวในอัตราส่วนที่พอเหมาะ ให้ผิวทำงานได้ดีที่สุดตามวัย ตอบโจทย์ Skin Longevity Postbiotic : Bifida Ferment Lysate + Saccharomyces Cerevisiae Extract + Sphingomonas Ferment Extract ได้ผิวแข็งแรง + กระจ่างใส ผลัดผิว, ลดรอย : HEPES,","2026-01-19T12:50","Thailand","social network","other","unknown","unknown","social_quote","unknown","unknown","noise_or_low_trust","none","no","yes","profile_supported_needs_review","","0.57","0.52","40","low","high","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""nbqrkoO21IW6PHgmYqCRBouzIkE""""""","https://crweworld.com/article/news-provided-by-pr-newswire/3818711/rejuran-cosmetics-debuts-at-sephora-us-with-sold-out-la-pop-up","CRWE World","","","","REJURAN Cosmetics Debuts at Sephora U.S. with Sold-Out LA Pop-Up","... into REJURAN Cosmetics' potential in the North American market. In partnership with Sephora, we look forward to expanding our presence both ...","2026-04-07T20:38","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.69","0.79","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains first-person language | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""_ymyOtZlsjT7jz0O9X1Q_cRen5M""""""","https://smb.farmvilleherald.com/article/London-Lip-Clinic-Reports-Surge-in-Demand-for-Natural-and-Regenerative-Cosmetic-Treatments-in-2026?storyId=69a5b39617c2990002deb9d2","The Farmville Herald","Prodigy Press Wire","","","London Lip Clinic Reports Surge in Demand for Natural and Regenerative Cosmetic Treatments in 2026","... how London Lip Clinic is shaping the future of regenerative and medically led aesthetics in 2026, visit https://www.londonlipclinic.co.uk/ ...","2026-03-02T10:58","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.77","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""F1SsgY_SRLFjsgNUFluCnF2sZ90""""""","https://pr.faceacadiana.com/article/OLAY-Debuts-New-Regenerist-Micro-Sculpting-Cream-with-Triple-Collagen-Peptide-Joined-by-Ambassador-Sarah-Michelle-Gellar?storyId=695e67c0eb1c137304e22528","FACE Magazine","","","","OLAY Debuts New Regenerist Micro-Sculpting Cream with Triple Collagen Peptide, Joined by Ambassador Sarah Michelle Gellar","... deep wrinkles by Day 28 Clinically tested: 97% of women saw visible results + More than half of users reported delaying or postponing a ...","2026-01-07T09:03","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","collagen_biostimulation","0.68","0.77","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""li_o7xGWn5aQE127mInW9rH5K4i-SQ""""""","https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7442856154751356928","LinkedIn","","","","","Booster Mask with Exosomes has been selected for CosmoTrends 2026 by BEAUTYSTREAMS a curated report highlighting the most forward-thinking innovations presented at Cosmoprof. Being featured in CosmoTrends signals that our approach to skincare combining longevity science, exosome","2026-03-26T04:53","","social network","company","brand","brand_announcement","brand_social_post","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","regenerative_biology","0.72","0.78","20","very_low","medium","medical_aesthetics_silver_v1","Domain rule: linkedin.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | No reliable author-voice classification | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""Zv2t-g0bGlPIiN4gUM3C_I7cpOM""""""","https://thescoredaily.com/news/honolulus-top-plastic-surgeon-ahead-of-the-curve-following-npr-science-report/545329","The Score Daily","","","","Honolulu’s Top Plastic Surgeon Ahead of the Curve Following NPR Science Report","""... clinical evidence on collagen stimulation and tissue recovery is clear,"""" says Dr. Ching. """"The problem is most consumer LED masks use weak ...""","2026-04-17T19:59","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","collagen_biostimulation","0.65","0.73","29","very_low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | Research language appears without validated research-source metadata | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""rE2SV3sQ9A4YpJz2PiEAQ2n5QMg""""""","https://business.am-news.com/am-news/article/marketersmedia-2026-5-12-indonesian-trust-in-korean-skin-rejuvenation-k-beauty-report-released","Bingham News Chronicle","","","","Indonesian Trust in Korean Skin Rejuvenation: K-Beauty Report Released","... results within one to two weeks. The clinic integrates exosomes with laser-assisted rejuvenation and PRP procedures, creating a holistic ...","2026-05-12T10:28","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","regenerative_biology","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""JKKg1NXeatamUAvjusReDBndcTA""""""","https://www.mtairynews.com/online_features/press_releases/the-collagen-blueprint-why-beaconsfield-s-elite-are-swapping-fillers-for-advanced-microneedling/article_e3125c35-dc08-545d-8a7a-32dd3f97c984.html","The Mount Airy News","","","","The Collagen Blueprint: Why Beaconsfield’s Elite are Swapping Fillers for Advanced Microneedling","... micro-injuries. Results develop gradually, improving skin texture and volume over time while supporting natural-looking outcomes and ...","2026-06-01T21:55","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","natural_results|skin_quality_over_volume|collagen_biostimulation","0.79","0.84","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""li_jO2Ok5BLL7PjzJNNdaPUDebic1s""""""","https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416769747683282944","LinkedIn","","","","","clinical experience to the conversation, highlighting how Polynucleotides HPT® continue to evolve, ensuring every treatment achieves longer-lasting results. #Mastelli #MastelliAesthetics #Polynucleotides #PNHPT ® #AtTheOriginOfRegeneration #RegenerativeMedicine #AestheticMedicine","2026-01-13T04:15","","social network","provider_hcp","provider","thought_leadership","provider_social_post","provider_conversation","professional","professional_interpretation","none","no","no","theme_supported","regenerative_biology","0.70","0.72","98","very_high","medium","medical_aesthetics_silver_v1","Domain rule: linkedin.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Contains clinical discussion language | No reliable author-voice classification","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1wtOZvZztM-prUjEFqB7q5Dk4-Q""""""","https://kdhnews.com/online_features/press_releases/the-collagen-blueprint-why-beaconsfield-s-elite-are-swapping-fillers-for-advanced-microneedling/article_ce98efab-bc0c-5d31-aac6-b64d53a1e951.html","Killeen Daily Herald","","","","The Collagen Blueprint: Why Beaconsfield’s Elite are Swapping Fillers for Advanced Microneedling","... Clinic operates an aesthetic and dermatology practice in Beaconsfield, serving patients across Buckinghamshire and the surrounding area. Dr ...","2026-06-01T21:55","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","collagen_biostimulation","0.77","0.82","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-K5q9m7EGc6U""""""","https://www.youtube.com/watch?v=K5q9m7EGc6U","Youtube","Dermea Clinic","","","The BEST Investment for Your Skin (It’s not a product!) 🧠 #drroopa","experts, study the latest breakthroughs in skin longevity, and bring that international knowledge back home to Chennai! Watch a quick recap of the future of dermatology. 🔬🤍 📍 Dermea Clinic, Nungambakkam #skinlongevity #drroopa #dermeaclinic #eucerin #dermatologist #chennai #","2026-05-31T06:13","India","social network","company","clinic","clinic_promotion","promotional_video","clinic_marketing","commercial","commercial_signal","none","yes","no","theme_supported","provider_led_trust","0.69","0.72","15","very_low","medium","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""bF3TvQXUggdGV7aZ9QQfsVukDaU""""""","https://ukdailynewsonline.com/article/889897874-global-healing-skin-care-products-market-intelligence-report-technology-shifts-demand-dynamics-investment-outlook","UK Daily News Online","","","","Global Healing Skin Care Products Market Intelligence Report: Technology Shifts, Demand Dynamics & Investment Outlook","Healing Skin Care Products Market set for steady growth as demand rises for dermatologically tested, soothing formulations driven by ...","2026-02-06T13:38","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-quO5lzThXgw""""""","https://www.youtube.com/watch?v=quO5lzThXgw","Youtube","Nicole Smolich","","","New Service Alert ‼️🚨",". . Jet Plasma 🚨🚨‼️ . . Jet Plasma brightens and tightens skin, shrink pores and promotes high levels of collagen regeneration. The jet plasma device was designed with jet plasma and cold plasma for best results using a strong low atmospheric plasma temperature on the surface","2026-05-12T15:00","","social network","other","unknown","unknown","educational_video","unknown","unknown","noise_or_low_trust","low","no","no","theme_supported","collagen_biostimulation","0.40","0.22","39","low","high","medical_aesthetics_silver_v1","Domain rule: youtube.com | Possible commercial phrase: new service | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""Xc50awHq2IO6S3CP4SfoCxytdK0""""""","https://markets.financialcontent.com/sweetwaterreporter/article/prlog-2026-1-18-biotech-breakthrough-in-tattoo-aftercare-biotech-technology-accelerates-recovery-by-40","Sweetwater Reporter - FinancialContent","","","","Biotech Breakthrough in Tattoo Aftercare: BioTech Technology Accelerates Recovery by 40%","... biotechnology innovation. About TattMagic TattMagic is a biotech cosmetics company developing clinical-grade tattoo aftercare products ...","2026-01-17T20:38","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""er8m-N5oc0ewsU6z3j3PTaeu47I""""""","https://www.dealmoon.com/en/all-in-1-concentrate-210-venn-skincare-with-efficiency-and-innovation/5854023.html","dealmoon.com","","","","VENN Skincare with Efficiency and Innovation","""... true representation of advanced minimal skincare! Anti-Aging Concentrate Serum The """"time manager"""" of skincare Rich with core ...""","2026-05-28T17:27","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""SkPYdg9szJWrbXlyxz4yVm0Q9Hw""""""","https://smb.kenbridgevictoriadispatch.com/article/VIRAL-KOREAN-SKINCARE-BRAND-HARUHARU-WONDER-BRINGS-THE-WONDER-OF-RITUAL-TO-TARGET-STORES-NATIONWIDE-WITH-GENTLE-SCIENCE-BACKED-VEGAN-FORMULAS?storyId=695bdaff8a9cb783f3ae1036","Kenbridge Victoria Dispatch","","","","VIRAL KOREAN SKINCARE BRAND HARUHARU WONDER BRINGS THE WONDER OF RITUAL TO TARGET STORES NATIONWIDE WITH GENTLE, SCIENCE-BACKED, VEGAN FORMULAS","""... its philosophy of """"slow beauty"""" and accessible skincare, all priced under $25 , to Target customers coast-to-coast. Inspired by the Korean ...""","2026-01-05T10:35","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""hSGscOr_uXLqUfc8c0q-HTxhjIk""""""","https://www.wdtn.com/business/press-releases/ein-presswire/913795435/beauty-bar-elevates-at-home-skincare-with-personalized-results-driven-beauty-solutions/","WDTN-TV","","","","Beauty Bar Elevates At-Home Skincare with Personalized, Results-Driven Beauty Solutions","... a reason to trust. Where Cosmetics and Skincare Work Together Cosmetics still matter. A polished makeup look can change the entire mood ...","2026-05-20T06:20","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","profile_supported_needs_review","","0.79","0.85","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""tzdXl7Mjam7jQHo0JMvXfHRGpbw""""""","http://business.wapakdailynews.com/wapakdailynews/article/businesnewswire-2026-3-4-boston-hosts-the-aesthetic-meeting-2026-while-visage-sculpture-leads-non-surgical-facial-results","The Wapakoneta Daily News - FinancialContent","","","","Boston Hosts The Aesthetic Meeting 2026 While Visage Sculpture Leads Non-Surgical Facial Results","The Aesthetic Meeting 2026 arrives at the Boston Convention and Exhibition Center from May 14 through May 17, bringing together the world’s ...","2026-03-04T02:29","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-JL5-afb5t9o""""""","https://www.youtube.com/watch?v=JL5-afb5t9o","Youtube","Dana Ripperton","","","The ULTIMATE Mineral Sunscreen? ☀️ Ilia Sun Serum SPF 50 Wear Test","for all things beauty, style, and lifestyle. I’m here to share honest reviews, everyday routines, and trusted tips across makeup, skincare, sunscreens, fashion, travel, and home products. From testing trending beauty brands to breaking down what actually works, you’ll find real","2026-04-28T15:00","","social network","provider_hcp","provider","unknown","educational_video","provider_conversation","professional","noise_or_low_trust","none","no","no","profile_supported_needs_review","","0.45","0.26","98","very_high","high","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""D9DJgJ-fpFZN3T43z4xnofHkzrA""""""","https://dieoberoesterreicherin.at/beauty/echtheit-statt-filter-beauty-trends-2026/","Die Oberösterreicherin","Andrea Lichtfuss","","","Echtheit statt Filter: Beauty-Trends 2026","... der Performance und Wirksamkeit der Produkte „Pro-Aging“ statt „Anti-Aging“ Schon Ende 2025 haftete dem Begriff „Anti-Aging“ (zum Glück!) ...","2026-02-11T01:00","Austria","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.68","0.78","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt--TqQEe0QI94""""""","https://www.youtube.com/watch?v=-TqQEe0QI94","Youtube","Supernova Laura","","","FAVORITOS 🌙 2 RUTINAS DE NOCHE ✨ GLASS SKIN RESET (Kojic + PDRN) | SUPERNOVA LAURA","HEVEBLUE - Tónico Facial Salmon Caring Centella Toner https://ystyle.co/hR1Xy HEVEBLUE - Ampolla Facial Salmon Caring Centella Ampoule https://ystyle.co/EBei5 HEVEBLUE - Crema Facial Salmon Caring Centella Cream https://ystyle.co/VpmkA TIA'M - Polvo Facial Centella Blending","2026-06-11T13:15","Spain","social network","company","clinic","clinic_promotion","promotional_video","clinic_marketing","commercial","commercial_signal","none","yes","no","theme_supported","regenerative_biology","0.71","0.67","18","very_low","medium","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Author metadata contains a professional healthcare credential or role | Publication format supports provider-authored commentary | No strong commercial signal detected","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""yt-P8_opLd77ew""""""","https://www.youtube.com/watch?v=P8_opLd77ew","Youtube","SANENDI","","","SANENDI PDRN","Recently added PDRN skincare into my routine.Skin feels more hydrated and smoother already.And yes, it’s directly from the factory,which makes it even more worth it.","2026-03-11T03:08","","social network","other","unknown","testimonial","testimonial_video","youtube_review","unknown","noise_or_low_trust","none","no","no","theme_supported","regenerative_biology","0.59","0.52","75","high","high","medical_aesthetics_silver_v1","Domain rule: youtube.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | Contains community-question or discussion language | Author metadata exists, but it does not establish a reliable voice category","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""li_KyfAxXMI-FXDKq1hrqpSubEDoYw""""""","https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7465820942234091520","LinkedIn","","","","","MULTIFRAX empowered by Technolux fits perfectly within my philosophy of regenerative aesthetics: improving skin quality in a natural and scientifically grounded way. Beyond skin rejuvenation, this technology can also be used to treat post-surgical scars, acne scars, active acne","2026-05-28T13:47","","social network","provider_hcp","provider","thought_leadership","provider_social_post","provider_conversation","professional","professional_interpretation","none","no","no","theme_supported","skin_quality_over_volume|regenerative_biology","0.69","0.73","97","very_high","medium","medical_aesthetics_silver_v1","Domain rule: linkedin.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | No reliable author-voice classification | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""luk76EBQsAf6KhGcdC6kSJGH6XU""""""","https://blanchezwwn986708.digiblogbox.com/64023004/healing-ointment","Takemyclass61594 Blog","","","","Healing Ointment","... , sensitive skin, redness, inflammation, natural ingredients, dermatologist-tested, clinically proven, deep hydration, skin barrier {Our ...","2026-01-27T23:24","United Kingdom","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","provider_led_trust","0.66","0.75","29","very_low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | Research language appears without validated research-source metadata | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""kJvqPD68A8Y-FCs0vUBVJIn_Yug""""""","https://ie.pinterest.com/pin/514958538667595420/","Pinterest","Daniyal Iqbal","syeddaniyaliqba","","In your 40s and beyond, the focus shifts to rejuvenation and restoring lost volume for a youthful, refreshed appearance. Combining medical-grade skincare with facials, chemical peels, and Botox helps to smooth and refine the skin. Advanced treatments like IPL, Morpheus8, Sculptra, and fillers can address volume loss and give you natural-looking, long-lasting results. Now’s the time to invest in treatments that rejuvenate and restore your skin’s vitality. Want to explore the best options for your skin? Book a consultation and let us guide you toward a radiant future!",", the focus shifts to rejuvenation and restoring lost volume for a youthful, refreshed appearance. Combining medical-grade skincare with facials, chemical peels, and Botox helps to smooth and refine the skin. Advanced treatments like IPL, Morpheus8, Sculptra, and fillers can","2026-03-18T14:54","","social network","other","unknown","unknown","social_post","unknown","unknown","noise_or_low_trust","none","no","no","theme_supported","natural_results|collagen_biostimulation","0.36","0.24","27","very_low","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: rn","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""molX4QWmH-MTF_OwEeubWbGXL08""""""","https://www.newsmirror.net/online_features/press_releases/marini-skinsolutions-honored-with-vendor-of-the-year-award-at-the-2026-massage-envy-national/article_8ee2e6d7-8e6c-5742-86fd-94e7512643a5.html","Yucaipa-Calimesa News Mirror","","","","Marini SkinSolutions® Honored with Vendor of the Year Award at the 2026 Massage Envy National Summit in Las Vegas","""... -edge skin care innovations, NeuroSmooth, for glass-smooth skin, and Marini Reboot PDRN Serum. """"We are honored to have been selected as ...""","2026-05-06T16:41","United States","online news","company","brand","brand_announcement","press_release","corporate_pr","commercial","commercial_signal","none","yes","no","theme_supported","regenerative_biology","0.76","0.81","19","very_low","low","medical_aesthetics_silver_v1","Domain rule: URL press-release path | No meaningful commercial-intent signals detected | Publication is classified as a press release | No validated research indicators | Press release establishes announcement intent | Intent selected by semantic_override","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""1774226178000_TkEemEGTcMR8BYLaJXkAw-0Wf6YA""""""","https://twitter.com/johngar45721/statuses/2035878268231172452","Twitter","Winston Smith","@johngar45721","","","of control: women are massively injecting “salmon sperm” into their faces in hopes of rejuvenation Cosmetologists promise quick results and wrinkle reduction, but in reality many end up with severe swelling that lasts for months. Demand for “salmon sperm” has surged several times","2026-03-22T20:36","Australia","social network","other","unknown","unknown","social_quote","unknown","unknown","noise_or_low_trust","none","no","yes","profile_supported_needs_review","","0.58","0.52","40","low","high","medical_aesthetics_silver_v1","Domain rule: twitter.com | No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""snapchat_snap_4Fw_R8O9Rb-AfHUPJH7tSQAAgaHNnemZ5Z2l2AZ2g2v5LAZ2g2nTGAAAAAA""""""","https://www.snapchat.com/add/reem.asn/4Fw_R8O9Rb-AfHUPJH7tSQAAgaHNnemZ5Z2l2AZ2g2v5LAZ2g2nTGAAAAAA","Snapchat","Reem AlNeyadi | ريم النيادي","reem.asn","","","There’s something about this clinic that always feels easy and comfortable, with plenty of laughter along the way. | This time, I tried the Salmon DNA treatment for my under-eyes and across my face; something I’ve been wanting to explore and I’m looking forward to seeing how it","2026-04-18T09:49","United Arab Emirates","social network","patient","patient","personal_experience","testimonial_video","youtube_review","lived_experience","primary_experience","none","no","no","profile_supported_needs_review","","0.74","0.79","62","moderate","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains first-person language | Contains lived-experience language | Contains treatment or outcome discussion | Meets threshold for authentic social conversation","","","","","","","","","","unreviewed_machine_prelabel",""
